Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,birth_date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,372,Individual,Francis Harry Compton Crick,08-06-16,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,28-07-04,"San Diego, CA",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,373,Individual,James Dewey Watson,06-04-28,"Chicago, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,374,Individual,Maurice Hugh Frederick Wilkins,15-12-16,Pongaroa,New Zealand,Male,London University,London,United Kingdom,05-10-04,London,United Kingdom
1962,Peace,The Nobel Peace Prize 1962,,01-Jan,217,Individual,Linus Carl Pauling,28-02-01,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,19-08-94,"Big Sur, CA",United States of America
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",01-Jan,77,Individual,Lev Davidovich Landau,22-01-08,Baku,Russian Empire (Azerbaijan),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,01-04-68,Moscow,Union of Soviet Socialist Republics (Russia)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",01-Feb,228,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany,12-08-73,Mülheim,West Germany (Germany)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",01-Feb,229,Individual,Giulio Natta,26-02-03,Imperia,Italy,Male,Institute of Technology,Milan,Italy,02-05-79,Bergamo,Italy
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",01-Jan,635,Individual,Giorgos Seferis,13-03-00,Smyrna (Izmir),Ottoman Empire (Turkey),Male,,,,20-09-71,Athens,Greece
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,375,Individual,Sir John Carew Eccles,27-01-03,Melbourne,Australia,Male,Australian National University,Canberra,Australia,02-05-97,Contra,Switzerland
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,376,Individual,Alan Lloyd Hodgkin,05-02-14,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,20-12-98,Cambridge,United Kingdom
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,377,Individual,Andrew Fielding Huxley,22-11-17,Hampstead,United Kingdom,Male,University College,London,United Kingdom,30-05-12,Grantchester,United Kingdom
1963,Peace,The Nobel Peace Prize 1963,,01-Feb,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,
1963,Peace,The Nobel Peace Prize 1963,,01-Feb,523,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,,,,,,,,
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",01-Feb,78,Individual,Eugene Paul Wigner,17-11-02,Budapest,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",United States of America,01-01-95,"Princeton, NJ",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",01-Apr,79,Individual,Maria Goeppert Mayer,28-06-06,Kattowitz (Katowice),Germany (Poland),Female,University of California,"San Diego, CA",United States of America,20-02-72,"San Diego, CA",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",01-Apr,80,Individual,J. Hans D. Jensen,25-06-07,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,11-02-73,Heidelberg,West Germany (Germany)
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",01-Jan,230,Individual,Dorothy Crowfoot Hodgkin,12-05-10,Cairo,Egypt,Female,"University of Oxford, Royal Society",Oxford,United Kingdom,29-07-94,Shipston-on-Stour,United Kingdom
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",01-Jan,637,Individual,Jean-Paul Sartre,21-06-05,Paris,France,Male,,,,15-04-80,Paris,France
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",01-Feb,378,Individual,Konrad Bloch,21-01-12,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America,15-10-00,"Burlington, MA",United States of America
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",01-Feb,379,Individual,Feodor Lynen,06-04-11,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany,06-08-79,Munich,Germany
1964,Peace,The Nobel Peace Prize 1964,,01-Jan,524,Individual,Martin Luther King Jr.,15-01-29,"Atlanta, GA",United States of America,Male,,,,04-04-68,"Memphis, TN",United States of America
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Feb,81,Individual,Charles Hard Townes,28-07-15,"Greenville, SC",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,27-01-15,"Berkeley, CA",United States of America
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Apr,82,Individual,Nicolay Gennadiyevich Basov,14-12-22,Usman,Union of Soviet Socialist Republics (Russia),Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,01-07-01,Moscow,Russia
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Apr,83,Individual,Aleksandr Mikhailovich Prokhorov,11-07-16,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,08-01-02,Moscow,Russia
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",01-Jan,231,Individual,Robert Burns Woodward,10-04-17,"Boston, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,08-07-79,"Cambridge, MA",United States of America
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",01-Jan,638,Individual,Mikhail Aleksandrovich Sholokhov,24-05-05,Veshenskaya,Russia,Male,,,,21-02-84,Veshenskaya,Union of Soviet Socialist Republics
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",01-Mar,380,Individual,François Jacob,17-06-20,Nancy,France,Male,Institut Pasteur,Paris,France,19-04-13,Paris,France
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",01-Mar,381,Individual,André Lwoff,08-05-02,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France,30-09-94,Paris,France
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",01-Mar,382,Individual,Jacques Monod,09-02-10,Paris,France,Male,Institut Pasteur,Paris,France,31-05-76,Cannes,France
1965,Peace,The Nobel Peace Prize 1965,,01-Jan,525,Organization,United Nations Children's Fund (UNICEF),,,,,,,,,,
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",01-Mar,84,Individual,Sin-Itiro Tomonaga,31-03-06,Kyoto,Japan,Male,Tokyo University of Education,Tokyo,Japan,08-07-79,Tokyo,Japan
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",01-Mar,85,Individual,Julian Schwinger,12-02-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,16-07-94,"Los Angeles, CA",United States of America
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",01-Mar,86,Individual,Richard P. Feynman,11-05-18,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,15-02-88,"Los Angeles, CA",United States of America
1966,Chemistry,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",01-Jan,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,31-10-86,"Arlington, VA",United States of America
1966,Literature,The Nobel Prize in Literature 1966,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",01-Feb,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,,,,17-02-70,Rehovot,Israel
1966,Literature,The Nobel Prize in Literature 1966,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"" ",01-Feb,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,,,,12-05-70,Stockholm,Sweden
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discovery of tumour-inducing viruses""",01-Feb,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,Male,Rockefeller University,"New York, NY",United States of America,16-02-72,"New York, NY",United States of America
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",01-Feb,384,Individual,Charles Brenton Huggins,22-09-01,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America,12-01-97,"Chicago, IL",United States of America
1966,Physics,The Nobel Prize in Physics 1966,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",01-Jan,87,Individual,Alfred Kastler,03-05-02,Guebwiller,Germany (France),Male,École Normale Supérieure,Paris,France,07-01-84,Bandol,France
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",01-Feb,233,Individual,Manfred Eigen,09-05-27,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany,,,
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",01-Apr,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,07-06-78,Cambridge,United Kingdom
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",01-Apr,235,Individual,George Porter,06-12-20,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,31-08-02,Canterbury,United Kingdom
1967,Literature,The Nobel Prize in Literature 1967,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",01-Jan,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,,,,09-06-74,Madrid,Spain
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",01-Mar,385,Individual,Ragnar Granit,30-10-00,Helsinki,Russian Empire (Finland),Male,Karolinska Institutet,Stockholm,Sweden,12-03-91,Stockholm,Sweden
